Outlet_Identifier,Item_Identifier
OUT045,FDO49
OUT013,FDT03
OUT027,FDW33
OUT035,FDR02
OUT013,FDF50
OUT018,FDA40
OUT018,NCT53
OUT035,FDY60
OUT027,FDP44
OUT045,NCQ50
OUT017,NCC30
OUT018,FDQ60
OUT046,FDG41
OUT046,FDQ03
OUT045,FDM03
OUT018,FDZ51
OUT035,DRF51
OUT017,FDF39
OUT035,FDW52
OUT049,FDY22
OUT013,FDG14
OUT017,FDA57
OUT019,FDL45
OUT046,FDX28
OUT013,NCQ54
OUT045,FDH40
OUT035,FDU52
OUT010,FDT60
OUT045,FDK08
OUT049,FDN04
OUT013,FDE50
OUT049,FDI16
OUT049,FDM50
OUT049,NCV30
OUT013,FDT44
OUT013,FDY60
OUT017,FDT56
OUT018,FDV58
OUT013,FDU04
OUT027,NCN05
OUT018,FDI53
OUT046,FDD34
OUT027,FDW47
OUT027,FDT51
OUT013,FDO27
OUT018,NCQ18
OUT013,NCW05
OUT010,FDI15
OUT010,NCH43
OUT049,FDT40
OUT017,NCG19
OUT035,NCM30
OUT017,FDB38
OUT046,FDB22
OUT046,FDC58
OUT013,NCI29
OUT010,FDA23
OUT013,DRG48
OUT013,FDV21
OUT019,NCG18
OUT045,FDG40
OUT018,FDU24
OUT049,FDA22
OUT046,FDY35
OUT045,FDJ15
OUT018,NCW18
OUT018,FDK56
OUT046,FDF44
OUT049,FDP51
OUT027,FDU22
OUT017,FDM28
OUT046,NCL42
OUT019,FDJ15
OUT018,FDI32
OUT046,DRL11
OUT018,DRO59
OUT019,FDA07
OUT013,NCO53
OUT045,FDO21
OUT045,FDW39
OUT013,NCV17
OUT046,FDE22
OUT018,NCB06
OUT017,DRF48
OUT013,FDB05
OUT027,FDP28
OUT046,FDP23
OUT018,NCS41
OUT018,FDS40
OUT017,FDA16
OUT035,FDN20
OUT027,FDF04
OUT018,DRG36
OUT018,FDW16
OUT017,FDU09
OUT046,FDW01
OUT045,FDB15
OUT049,NCJ17
OUT018,NCT18
OUT018,FDG16
OUT017,FDP27
OUT027,FDQ44
OUT027,FDL50
OUT027,FDW57
OUT013,FDS34
OUT035,NCV30
OUT018,FDD26
OUT045,FDA03
OUT018,FDS27
OUT013,FDM12
OUT027,NCV42
OUT046,NCS41
OUT018,FDN56
OUT046,DRK59
OUT046,NCG18
OUT017,NCN26
OUT027,FDI60
OUT049,NCI43
OUT049,NCL17
OUT019,FDQ19
OUT049,FDY43
OUT049,FDR36
OUT049,FDJ58
OUT045,DRY23
OUT027,FDK26
OUT045,DRH03
OUT010,FDC10
OUT013,FDD23
OUT045,FDP32
OUT035,FDO31
OUT013,FDQ57
OUT027,FDX32
OUT027,FDC39
OUT046,FDU55
OUT013,FDL45
OUT049,DRK37
OUT013,FDK22
OUT027,DRG37
OUT017,FDK22
OUT018,DRH36
OUT018,DRC36
OUT027,DRE03
OUT046,FDF34
OUT046,FDZ22
OUT010,FDC44
OUT027,FDN31
OUT017,FDO03
OUT049,FDA01
OUT049,NCH42
OUT018,FDF46
OUT046,DRL35
OUT049,FDW46
OUT046,FDB58
OUT018,FDD47
OUT045,NCO17
OUT017,FDJ26
OUT045,FDU37
